datetime,condtemp2019,condtemp2018,condtemp2017,condtemp2016,condtemp2015,condtemp2014,condtemp2013,condtemp2012,condtemp2011,condtemp2010,condtemp2009,condtemp2008,condtemp2007,condtemp2006,condtemp2005,condtemp2004,condtemp2003,condtemp2002,condtemp2001,condtemp2000,condtemp1999,condtemp1998,condtemp1997,condtemp1996,condtemp1995,condtemp1994,condtemp1993,condtemp1992,condtemp1991,condtemp1990
01/01/1980 00:00,28.08,28.181,28.08,27.254,27.971,26.844,28.08,25.836,28.08,24.955,20.192,20.002,28.08,23.557,20.027,21.731,21.652,26.15,28.08,22.963,24.418,21.487,24.865,28.08,28.08,22.957,NaN,28.08,28.08,NaN
01/01/1980 01:00,35.42,35.42,35.42,33.984,35.259,33.067,35.902,33.217,35.42,29.606,20.356,20.005,35.42,26.7,20.092,23.867,22.735,30.169,35.42,26.109,28.16,22.697,29.113,35.42,35.42,26.108,NaN,35.42,35.42,NaN
01/01/1980 02:00,40.726,40.726,40.726,39.635,41.052,35.081,30.373,40.663,40.726,32.503,20.443,20.013,40.726,27.267,21.614,27.331,21.149,24.267,40.726,32.159,28.405,22.74,31.646,41.12,40.726,31.994,NaN,40.726,40.726,NaN
01/01/1980 03:00,44.461,44.461,44.461,43.039,44.461,37.493,30.444,44.634,44.461,32.277,20.57,20.02,44.461,29.002,22.246,29.09,21.111,24.605,44.461,34.629,29.914,23.302,33.552,44.862,44.461,34.9,NaN,44.461,44.461,NaN
01/01/1980 04:00,47.125,47.125,47.125,32.783,47.125,39.995,25.638,47.125,47.125,29.047,21.012,20.144,47.125,33.017,26.364,38.044,20.567,26.977,47.125,36.865,32.376,25.584,32.715,47.125,47.125,39.287,NaN,47.125,47.125,NaN
01/01/1980 05:00,49.083,49.083,49.083,32.145,49.083,42.076,24.014,49.083,49.083,29.007,21.149,20.192,49.083,33.736,27.33,40.433,20.55,29.949,49.083,37.955,33.892,26.523,32.596,49.083,49.083,40.076,NaN,49.083,49.083,NaN
01/01/1980 06:00,50.576,50.576,50.576,27.025,50.576,47.244,21.39,50.576,50.576,28.617,21.357,20.768,50.576,31.061,30.505,47.498,20.415,46.579,50.576,40.138,38.446,32.297,26.978,50.576,50.576,34.233,NaN,50.576,50.576,NaN
01/01/1980 07:00,51.762,51.762,51.762,25.972,51.762,49.423,21.331,51.762,51.762,28.779,21.266,20.877,51.762,30.973,31.515,49.643,20.404,50.652,51.762,40.651,39.818,33.424,26.46,51.762,51.762,33.394,NaN,51.762,51.762,NaN
01/01/1980 08:00,52.739,52.739,52.739,21.361,52.739,50.446,21.619,52.739,52.739,27.853,20.683,21.311,52.739,29.516,36.142,50.783,20.667,52.739,52.739,36.511,43.455,37.907,23.333,52.739,52.739,27.194,20.043,52.739,52.739,NaN
01/01/1980 09:00,53.57,53.57,53.57,21.002,53.57,51.462,21.931,53.57,53.57,27.186,20.668,21.157,53.57,29.552,37.035,51.672,20.969,53.57,53.57,35.932,43.346,38.847,22.904,53.57,53.57,26.856,20.046,53.57,53.57,NaN
01/01/1980 10:00,54.297,54.297,54.099,20.053,54.297,49.74,22.857,54.769,54.297,23.276,20.539,20.416,54.297,25.396,43.547,51.724,22.239,54.297,54.297,48.134,35.166,43.07,21.571,54.769,54.297,23.29,20.052,54.297,54.297,20.046
01/01/1980 11:00,54.945,54.945,53.569,20.048,54.945,50.691,23.123,55.087,54.945,22.673,20.563,20.344,54.945,25.352,44.507,51.94,22.315,54.945,54.945,49.089,35.739,44.039,21.219,55.049,54.945,23.34,20.054,54.945,54.945,20.046
01/01/1980 12:00,55.533,55.533,41.753,NaN,55.533,53.775,26.084,54.88,55.533,21.798,20.689,20.109,55.533,22.45,54.746,52.722,23.319,55.533,55.533,42.292,34.806,43.748,20.107,56.402,55.533,23.673,20.071,55.533,55.533,20.047
01/01/1980 13:00,56.072,56.072,35.617,NaN,56.072,52.108,28.771,55.105,56.072,21.625,20.679,20.097,56.072,21.916,53.704,53.365,24.056,56.072,56.072,41.857,35.376,43.592,20.08,56.779,56.072,23.748,20.088,56.072,56.072,20.048
01/01/1980 14:00,56.571,56.571,23.325,NaN,56.571,53.426,34.214,54.561,56.571,22.443,20.541,20.066,56.571,20.413,56.571,53.66,30.497,56.571,56.571,36.284,34.54,42.518,20.02,57.616,56.571,24.091,20.293,56.571,50.798,20.054
01/01/1980 15:00,57.037,57.037,23.573,NaN,57.037,54.513,37.884,54.348,57.037,23.076,20.541,20.074,57.037,20.342,57.037,54.378,32.148,57.037,57.037,34.776,35.149,42.832,20.021,59.03,57.037,24.049,20.332,57.037,50.741,20.059
01/01/1980 16:00,57.473,57.473,24.548,NaN,57.473,57.989,47.444,54.509,57.473,23.271,20.403,20.213,57.473,20.194,57.473,56.922,45.998,57.473,57.473,26.578,39.653,44.04,NaN,58.014,49.407,22.657,20.635,57.473,50.66,20.151
01/01/1980 17:00,57.885,58.431,23.539,NaN,57.885,57.885,51.955,55.652,57.885,23.128,20.348,20.254,57.885,20.191,57.885,57.892,46.969,57.885,57.885,25.646,40.306,44.748,NaN,58.416,45.017,22.311,20.774,57.885,49.858,20.191
01/01/1980 18:00,58.274,39.098,20.917,20.268,58.274,58.274,55.681,55.246,58.274,22.631,20.374,20.623,58.274,20.107,58.274,58.274,49.8,58.274,58.274,22.66,45.188,47.087,NaN,59.993,38.337,21.579,21.852,58.274,53.287,20.582
01/01/1980 19:00,58.643,35.961,21.233,20.526,58.643,58.643,55.236,54.784,59.402,22.171,20.298,20.751,58.643,20.103,58.643,59.264,48.952,58.643,58.643,22.591,46.22,47.316,NaN,59.522,39.991,21.831,22.083,58.643,55.044,20.641
01/01/1980 20:00,58.994,26.794,25.901,24.399,58.994,58.994,56.1,34.326,59.296,20.817,20.269,21.586,58.994,20.144,58.994,58.42,39.668,58.994,58.994,22.35,52.76,49.197,NaN,54.653,47.662,22.895,23.507,58.994,58.994,20.782
01/01/1980 21:00,59.329,26.301,26.602,25.443,59.329,59.329,59.144,30.731,59.337,20.489,20.224,21.688,59.329,20.193,59.329,58.374,37.206,59.329,59.329,22.353,52.82,49.685,20.006,54.641,51.017,23.212,23.665,59.329,59.329,20.717
01/01/1980 22:00,59.649,28.741,33.759,34.529,59.649,59.649,59.649,23.455,58.539,20.079,20.106,23.107,59.649,21.227,59.649,59.902,23.624,59.649,57.594,22.908,53.61,51.39,20.276,56.123,59.649,25.208,23.379,59.649,59.649,20.418
01/01/1980 23:00,59.956,26.969,36.818,34.864,59.956,59.956,60.074,25.048,60.413,20.063,20.086,22.993,59.956,21.505,59.956,59.321,22.373,59.956,57.442,24.149,54.249,51.667,20.438,55.322,59.956,25.758,23.569,59.956,59.956,20.377
02/01/1980 00:00,60.25,23.2,55.324,46.203,60.25,60.25,60.963,37.115,60.25,20.066,20.087,22.42,60.25,23.291,60.25,55.29,20.236,60.25,56.435,34.546,55.225,50.87,21.452,50.656,60.25,26.924,25.103,60.25,60.25,20.152
02/01/1980 01:00,60.533,23.626,60.052,49.65,60.533,60.533,60.533,48.579,60.533,20.077,20.12,22.249,60.533,23.4,60.533,56.27,20.128,60.533,58.505,34.188,55.723,51.087,21.381,50.338,60.533,26.888,25.217,60.533,60.533,20.145
02/01/1980 02:00,60.806,26.722,57.511,56.699,60.806,60.806,60.806,58.127,61.394,20.075,20.899,21.799,60.806,23.73,60.806,56.094,20.137,60.806,53.435,34.425,59.374,52.057,21.004,48.615,60.806,31.214,25.656,60.806,60.806,20.128
02/01/1980 03:00,61.068,26.794,56.694,57.92,61.068,61.068,59.432,55.267,61.068,20.063,21.069,22.024,61.414,23.751,61.068,55.858,20.13,61.068,53.901,36.589,60.791,53.049,20.949,48.223,61.068,32.586,25.941,61.068,61.068,20.137
02/01/1980 04:00,61.322,29.608,53.145,61.322,61.322,61.322,57.439,40.947,62.091,20.054,22.594,23.135,61.358,24.027,61.322,53.211,20.065,61.322,55.039,54.253,61.322,56.501,20.62,47.558,61.322,39.682,28.318,61.322,61.322,20.151
02/01/1980 05:00,61.567,30.375,53.432,61.567,61.567,61.567,58.346,38.952,61.661,20.054,22.846,23.549,62.33,23.901,61.567,51.773,20.025,61.567,55.82,58.005,61.567,57.64,20.571,47.679,61.567,40.443,28.761,61.567,61.567,20.152
02/01/1980 06:00,61.804,32.888,53.481,61.804,61.804,61.804,56.571,37.898,62.939,20.058,24.09,26.194,61.804,22.594,61.804,45.686,NaN,61.804,56.357,61.804,61.804,62.07,20.335,45.556,59.604,50.359,30.11,61.804,61.804,20.159
02/01/1980 07:00,62.033,32.543,52.256,62.033,62.033,62.033,53.789,37.832,61.769,20.064,23.93,26.846,62.033,22.344,62.033,45.652,NaN,62.033,56.79,62.301,62.033,62.033,20.322,44.733,60.313,53.429,29.698,62.033,62.033,20.148
02/01/1980 08:00,62.256,27.72,42.219,62.256,62.256,62.256,52.311,37.49,58.783,20.078,22.268,32.406,63.004,21.268,62.256,43.131,20.023,48.132,59.602,62.256,62.256,62.256,20.257,40.452,62.54,59.427,28.32,62.256,62.256,20.099
02/01/1980 09:00,62.471,26.286,38.747,62.471,62.471,62.471,50.333,36.839,55.241,20.086,21.884,33.241,62.644,21.205,62.471,42.19,20.025,43.743,57.192,62.471,62.471,62.471,20.258,40.586,62.957,60.183,29.044,62.471,62.471,20.089
02/01/1980 10:00,45.462,30.923,42.572,62.681,62.681,62.681,47.688,30.198,49.321,20.551,20.402,48.531,61.537,21.069,62.681,33.704,20.358,25.62,60.131,62.681,61.357,62.681,20.356,39.167,62.681,62.681,32.199,62.681,62.681,20.057
02/01/1980 11:00,43.226,32.752,46.869,62.885,62.885,62.885,43.752,30.434,50.524,20.488,20.27,47.063,63.083,20.905,62.885,32.9,20.593,24.245,59.91,62.885,60.729,62.885,20.332,37.679,62.885,62.885,31.239,62.885,62.885,20.058
02/01/1980 12:00,30.928,38.303,53.153,63.083,63.083,59.356,42.187,38.825,51.324,20.462,20.024,39.565,46.574,20.412,63.083,29.357,25.873,20.355,57.506,58.754,56.952,62.005,20.268,31.891,63.083,63.083,26.695,63.083,63.083,20.024
02/01/1980 13:00,29.344,37.132,51.229,63.276,63.276,58.666,39.607,45.387,50.323,20.427,20.024,39.054,45.248,20.346,63.276,29.05,27.481,20.35,57.192,55.712,57.043,62.719,20.318,31.699,63.276,63.276,26.575,63.276,63.276,20.025
02/01/1980 14:00,26.06,39.554,51.338,63.464,63.464,56.527,41.606,57.801,51.319,20.35,NaN,40.684,39.797,20.232,63.464,27.937,38.364,20.404,58.814,39.571,58.871,63.464,20.645,31.397,63.464,61.262,26.284,63.464,63.464,20.024
02/01/1980 15:00,26.462,38.19,51.985,63.647,63.647,56.787,46.173,59.64,50.476,20.401,NaN,42.518,37.404,20.224,63.647,27.486,39.731,20.494,60.523,38.148,59.546,63.647,20.679,31.57,63.647,57.135,26.324,63.647,63.647,20.024
02/01/1980 16:00,28.853,46.847,49.793,63.826,63.826,59.944,52.065,61.828,45.315,21.082,NaN,55.631,31.237,20.081,63.826,24.182,44.884,22.085,60.43,33.038,60.394,63.826,21.409,31.259,63.826,34.483,26.324,63.826,63.826,20.024
02/01/1980 17:00,29.583,51.233,50.406,64,64,60.663,54.608,63.511,41.724,21.615,NaN,57.559,32.224,20.073,64,23.903,45.315,22.777,61.054,32.898,60.447,64,21.853,30.801,64,32.437,26.719,64,64,20.024
02/01/1980 18:00,33.128,62.455,58.445,64.17,64.17,62.647,55.223,64.209,37.946,22.39,NaN,63.114,38.819,20.03,64.17,22.409,43.651,29.397,64.037,32.151,59.428,64.17,25.933,27.176,64.17,23.211,30.775,64.17,64.17,20.027
02/01/1980 19:00,33.765,59.8,59.342,64.336,64.336,59.301,54.238,63.971,37.706,22.694,NaN,63.619,41.446,20.029,64.336,22.268,44.203,29.327,64.976,32.456,58.484,67.424,26.523,26.806,64.468,22.404,31.255,64.336,64.336,20.027
02/01/1980 20:00,36.428,61.52,56.98,64.499,64.499,52.097,60.355,64.384,35.982,23.624,NaN,64.384,58.185,20.024,64.499,22.246,49.306,30.449,64.499,35.273,56.159,57.422,30.816,24.951,61.556,20.384,32.837,64.499,64.499,20.042
02/01/1980 21:00,36.263,62.796,57.507,64.658,64.658,53.628,62.344,64.658,34.444,24.412,NaN,64.741,62.352,20.024,64.658,22.279,49.06,31.407,64.658,35.9,56.288,56.336,31.634,24.266,61.216,20.244,32.954,64.658,64.658,20.098
02/01/1980 22:00,36.344,64.813,54.87,64.813,64.813,62.2,64.813,64.813,34.689,32.808,20.025,64.791,64.813,20.061,64.813,21.489,42.706,31.193,64.813,41.857,50.204,43.366,41.067,20.96,48.574,20.007,33.901,64.813,64.813,20.106
02/01/1980 23:00,38.669,64.966,56.287,64.966,64.966,61.791,64.966,64.966,34.097,35.057,20.06,65.374,64.966,20.063,64.966,21.433,39.814,31.555,64.966,42.161,49.658,44.327,43.8,20.907,47.779,NaN,33.743,64.966,64.966,20.109
03/01/1980 00:00,48.853,65.115,58.147,65.115,65.115,60.883,65.115,65.115,30.074,39.311,20.661,65.115,65.115,20.103,65.115,20.609,31.206,33.185,65.115,43.786,51.195,43.36,61.54,20.641,41.139,NaN,34.34,65.115,65.115,20.19
03/01/1980 01:00,47.894,65.261,56.29,65.261,65.261,61.253,65.261,65.261,28.603,44.187,20.764,65.261,65.261,20.106,65.261,20.463,32.088,32.992,65.261,44.678,50.469,44.792,63.174,20.553,40.579,NaN,35.136,65.261,65.261,20.169
03/01/1980 02:00,42.525,65.404,57.483,65.404,65.404,59.589,65.404,65.404,25,61.304,21.33,65.404,65.404,20.077,65.404,20.253,31.685,33.817,65.404,57.452,45.847,59.138,63.927,20.234,36.953,NaN,38.303,65.404,65.404,20.134
03/01/1980 03:00,42.56,65.544,60.063,65.544,65.544,60.999,65.544,65.544,24.196,63.21,21.712,65.544,65.946,20.063,65.544,20.261,30.026,34.781,65.544,61.916,47.644,59.337,64.337,20.217,35.164,NaN,38.82,65.544,65.544,20.157
03/01/1980 04:00,43.349,65.681,64.658,65.681,65.681,65.681,65.681,65.681,22.378,54.19,26.281,65.681,62.419,NaN,65.681,20.259,24.336,43.941,65.681,66.431,60.241,59.495,65.681,20.157,27.599,NaN,40.093,65.681,65.681,20.509
03/01/1980 05:00,42.722,65.816,65.848,65.816,65.816,65.816,65.816,65.816,21.723,46.377,27.45,65.816,61.825,NaN,65.816,20.249,23.99,45.249,65.816,65.816,61.092,59.059,65.816,20.15,26.776,20.008,39.421,65.816,65.816,20.587
03/01/1980 06:00,45.935,65.949,65.949,65.949,65.949,65.949,65.949,65.949,20.837,35.418,34.687,65.949,53.624,NaN,65.949,20.187,21.672,49.011,70.129,65.949,58.149,55.141,65.949,20.136,22.84,20.063,35.024,65.949,65.949,21.682
03/01/1980 07:00,47.242,66.078,66.078,66.078,66.078,66.078,66.078,66.078,20.67,34.497,35.995,66.078,52.63,NaN,66.078,20.213,21.392,49.611,69.217,66.078,59.044,56.199,66.078,20.118,22.333,20.069,35.018,66.078,66.078,21.991
03/01/1980 08:00,51.158,66.206,66.206,66.206,66.206,66.206,66.206,66.206,20.392,32.713,42.104,66.206,55.518,20.026,66.206,20.724,20.527,51.241,62.626,66.206,66.206,60.62,66.206,20.084,20.595,20.239,33.846,66.206,66.206,23.593
03/01/1980 09:00,49.76,66.331,66.331,66.331,66.331,66.331,66.331,66.331,20.376,30.411,43.792,66.331,56.881,20.025,66.331,20.945,20.411,50.989,62.346,66.331,66.331,61.279,66.331,20.09,20.445,20.312,33.878,66.331,66.331,23.999
03/01/1980 10:00,40.447,66.454,66.454,66.454,66.454,66.454,66.454,26.132,20.431,23.529,56.726,66.454,61.062,20.156,66.454,22.897,20.142,50.879,61.31,66.454,67.567,60.362,66.454,20.255,20.062,20.564,36.962,66.454,66.454,24.833
03/01/1980 11:00,40.618,66.575,66.575,66.575,66.575,66.575,66.575,26.148,20.46,22.369,56.565,66.575,65.499,20.306,66.575,22.841,20.13,50.488,61.751,66.575,68.172,60.825,66.575,20.246,20.028,20.517,37.06,66.575,66.575,25.007
03/01/1980 12:00,34.234,66.553,66.694,66.694,66.694,66.694,66.694,26.163,20.385,20.982,67.055,66.694,66.694,21.318,65.442,22.325,20.267,44.362,64.444,66.694,62.14,60.169,66.694,20.224,NaN,20.303,37.575,66.694,66.694,25.393
03/01/1980 13:00,32.744,66.811,66.811,66.811,66.811,66.811,66.811,26.179,20.283,20.523,66.811,66.811,66.811,21.489,66.223,22.299,20.381,43.612,63.78,66.811,61.291,58.954,66.811,20.234,NaN,20.431,37.706,66.811,66.811,25.362
03/01/1980 14:00,30.131,66.925,66.925,66.925,66.784,66.925,66.925,26.194,20.196,20.047,66.925,66.925,66.925,22.597,66.925,22.948,21.44,44.585,55.013,65.786,42.986,51.25,66.925,20.321,NaN,25.431,36.559,66.925,67.664,26.459
03/01/1980 15:00,28.825,67.038,67.038,67.038,65.897,67.038,67.038,67.038,20.249,20.026,67.038,67.038,67.038,22.725,67.038,23.891,21.482,46.111,54.282,66.219,42.038,49.634,67.038,20.342,NaN,27.27,36.951,67.038,66.982,27.149
03/01/1980 16:00,24.14,26.223,67.149,67.149,60.02,67.149,68.425,67.149,20.561,NaN,67.149,67.149,67.149,23.07,67.149,28.502,22.3,56.281,51.962,37.772,37.146,46.006,67.149,20.485,NaN,61.447,41.973,67.149,56.812,30.864
03/01/1980 17:00,24.246,67.259,67.259,67.259,62.569,67.259,57.031,67.259,20.775,NaN,67.259,67.259,67.259,23.006,67.259,28.786,22.852,57.185,50.759,37.535,36.12,45.435,67.259,20.512,NaN,59.905,44.169,67.259,53.835,31.136
03/01/1980 18:00,23.455,67.366,67.366,67.366,67.572,67.366,40.276,67.366,21.445,NaN,67.366,67.366,67.366,22.972,67.366,29.034,27.414,56.073,42.836,38.241,27.675,41.346,67.366,21.027,NaN,66.565,57.815,67.366,42.661,35.247
03/01/1980 19:00,23.346,67.472,67.472,67.472,67.472,67.472,35.543,67.472,21.617,NaN,67.472,67.472,67.472,23.028,67.472,29.299,28.135,54.929,42.389,37.006,27.43,40.567,67.472,21.137,NaN,67.904,58.539,67.472,41.936,37.047
03/01/1980 20:00,22.614,67.576,67.576,67.576,67.576,67.576,28.458,67.576,21.67,NaN,67.576,67.576,67.576,22.592,67.576,36.097,31.491,47.815,57.688,32.06,26.28,39.286,67.576,22.261,20.026,67.576,62.52,67.576,44.034,48.703
03/01/1980 21:00,22.056,67.679,67.679,67.679,67.679,67.679,29.268,67.679,21.763,20.063,67.679,67.679,67.679,22.348,67.679,36.558,32.038,47.555,59.043,34.161,26.293,39.328,68.492,22.555,20.026,67.679,62.122,67.679,47.716,48.884
03/01/1980 22:00,22.102,67.78,67.78,67.78,67.78,67.78,35.408,67.78,21.388,21.49,67.78,67.78,67.78,21.045,67.78,44.333,40.776,43.62,61.186,55.688,26.307,39.369,67.78,28.272,20.055,67.78,60.278,67.78,66.132,40.327
03/01/1980 23:00,22.551,67.879,67.879,67.879,67.879,67.879,36.106,67.879,22.15,21.848,68.771,67.879,67.879,20.851,67.879,46.545,41.197,43.165,61.518,54.323,26.32,39.409,67.879,28.9,20.057,67.879,59.266,67.879,67.968,40.257
04/01/1980 00:00,26.125,67.977,67.977,67.977,67.977,67.977,39.097,67.977,25.534,21.6,66.849,67.977,67.977,20.141,67.977,55.33,42.984,38,62.013,43.962,30.376,40.65,67.977,29.152,20.056,67.977,55.492,67.977,68.858,41.505
04/01/1980 01:00,27.305,68.074,68.074,68.074,68.074,68.074,39.016,68.074,27.32,21.438,67.156,68.074,68.074,20.117,68.074,56.806,42.583,36.224,62.629,42.334,30.511,41.471,68.074,28.783,20.053,68.074,55.13,68.074,68.074,42.078
04/01/1980 02:00,35.101,66.383,68.169,68.169,68.169,68.169,47.949,68.169,29.456,21.015,66.272,68.169,68.169,20.034,68.169,64.875,40.835,30.002,66.456,39.511,32.75,20.272,68.169,27.684,20.053,68.169,56.195,68.169,68.169,47.19
04/01/1980 03:00,38.102,64.287,68.263,68.263,68.263,68.263,50.95,68.263,30.309,21.066,65.457,68.263,68.263,20.033,68.263,64.585,40.516,30.349,67.11,40.099,34.511,20.295,68.263,28.108,20.054,68.263,57.664,68.263,68.263,46.74
04/01/1980 04:00,55.556,39.548,68.356,68.356,68.552,68.356,60.073,68.356,34.615,23.774,61.391,68.356,68.356,20.028,68.356,64.756,40.884,35.026,68.356,33.361,72.128,53.281,68.356,31.768,20.056,68.356,68.225,68.356,66.428,40.787
04/01/1980 05:00,56.379,35.318,68.447,68.447,68.15,68.447,63.275,68.447,38.041,28.192,60.252,68.447,68.447,20.027,68.447,62.569,41.655,35.426,68.447,31.462,68.447,56.175,68.447,33.184,20.057,68.447,68.042,68.447,67.343,40.175
04/01/1980 06:00,63.382,25.565,68.537,68.537,66.862,68.537,65.56,68.537,46.075,42.083,54.57,68.537,68.537,20.029,68.537,49.794,44.946,33.8,68.537,24.363,68.537,65.868,68.537,40.602,20.199,68.537,64.27,68.537,65.906,39.448
04/01/1980 07:00,66.825,25.092,68.625,68.625,66.784,68.625,67.409,68.625,52.04,46.108,52.343,68.625,68.625,20.031,68.625,46.549,45.005,33.062,68.625,24.381,68.625,69.054,68.625,40.919,20.249,68.625,64.446,68.625,65.526,39.604
04/01/1980 08:00,68.713,23.357,68.713,68.713,66.681,68.713,68.713,68.713,62.317,40.223,41.678,68.713,68.713,20.009,68.713,31.86,41.763,30.383,68.713,23.427,68.713,68.713,68.713,38.952,20.752,68.713,64.092,68.713,68.957,42.538
04/01/1980 09:00,68.799,22.813,68.799,68.799,67.614,68.799,68.799,68.799,67.308,30.729,38.427,68.799,68.799,20.018,68.799,30.399,41.18,30.141,68.799,23.296,68.799,68.799,68.799,38.655,20.838,68.799,64.747,68.799,68.799,43.039
04/01/1980 10:00,68.884,22.087,68.884,68.884,66.58,68.884,68.884,68.884,69.862,21.463,34.71,68.884,68.884,20.595,68.884,44.589,38.999,25.217,66.235,22.826,68.884,68.884,68.884,39.777,21.045,68.884,65.162,68.884,68.884,29.812
04/01/1980 11:00,68.968,22.092,68.968,68.968,67.56,69.544,68.968,68.968,69.38,20.635,33.863,68.968,68.968,20.649,68.968,43.832,38.425,25.128,65.631,22.664,68.968,68.968,68.968,39.11,21.097,68.968,62.771,68.968,68.968,28.291
04/01/1980 12:00,69.015,22.378,69.051,69.483,68.992,64.417,69.051,69.051,69.051,20.111,28.477,69.051,69.051,21.329,69.051,44.284,33.362,24.596,63.681,21.464,69.051,69.051,69.051,36.459,21.287,69.051,53.921,69.051,69.051,23.624
04/01/1980 13:00,64.415,22.7,69.132,69.332,68.901,64.516,69.132,69.132,69.132,20.081,28.626,69.132,69.132,21.535,69.132,47.638,32.964,24.584,62.546,21.223,69.132,69.132,69.132,37.36,21.342,69.132,52.585,69.132,69.132,23.399
04/01/1980 14:00,61.152,21.833,69.213,67.369,67.738,65.72,69.213,69.213,69.213,20.027,27.954,69.213,69.213,23.448,69.213,69.213,31.545,23.58,58.634,21.3,69.213,69.213,67.687,44.619,22.334,69.988,40.651,69.213,69.213,25.06
04/01/1980 15:00,63.257,21.736,69.293,67.123,65.365,67.427,69.293,69.293,69.293,20.027,27.991,69.293,69.293,23.818,69.293,69.293,31.162,23.533,59.566,22.017,69.707,69.293,67.592,46.533,22.663,69.405,39.476,69.293,69.293,26.079
04/01/1980 16:00,69.765,21.664,69.371,67.083,56.184,69.371,69.371,69.371,69.371,20.066,28.196,69.371,69.371,27.32,69.371,69.371,26.75,24.34,62.451,35.837,69.371,69.371,67.788,62.664,24.232,66.264,30.707,69.208,69.371,32.867
04/01/1980 17:00,69.931,22.272,69.449,67.539,53.932,69.449,69.449,69.449,69.449,20.067,27.917,69.449,69.449,28.351,69.449,69.449,25.602,24.76,63.848,36.968,69.449,69.449,68.249,63.819,24.62,67.859,29.203,69.541,69.449,33.513
04/01/1980 18:00,71.756,25.22,69.525,68.829,46.379,69.525,69.525,69.525,69.525,20.092,28.178,69.525,69.525,37.142,69.525,69.525,21.363,26.273,68.286,43.81,69.525,69.525,68.213,65.226,28.244,54.512,24.971,69.525,69.525,36.335
04/01/1980 19:00,72.319,25.59,69.601,69.013,45.071,69.601,69.601,69.601,69.601,20.125,29.535,69.601,69.601,37.602,69.601,69.693,20.982,26.084,68.835,49.799,69.601,69.601,67.341,64.921,30.281,54.409,24.365,69.601,69.601,35.22
04/01/1980 20:00,69.676,29.492,67.909,67.909,46.988,68.247,69.676,69.676,69.676,20.397,40.907,69.676,69.676,38.129,68.98,58.292,20.105,24.991,69.159,69.676,69.676,69.676,61.618,67.136,46.821,51.154,22.116,69.676,69.676,31.9
04/01/1980 21:00,69.749,30.679,66.379,68.282,50.03,68.431,69.749,69.749,69.749,20.75,43.054,69.749,69.749,37.772,67.366,56.214,20.042,24.888,69.053,69.749,69.749,69.749,61.354,65.322,48.032,50.723,22.114,69.749,69.749,31.675
04/01/1980 22:00,69.822,46.058,45.305,69.693,65.233,69.822,69.822,26.576,69.822,21.46,41.832,69.822,69.822,37.186,59.406,28.539,NaN,22.752,69.832,69.822,69.822,69.822,48.34,67.416,52.998,53.8,22.503,69.822,69.822,35.871
04/01/1980 23:00,69.894,49.041,44.582,70.042,68.876,69.66,68.941,26.586,69.894,22.606,43.514,69.894,69.894,36.108,58.839,26.533,NaN,22.996,69.894,69.894,69.894,69.894,46.223,67.814,51.686,49.052,22.793,69.894,69.894,36.533
05/01/1980 00:00,69.965,69.965,40.577,69.965,68.693,66.674,56.098,69.965,69.965,25.466,55.661,69.965,69.965,32.058,59.034,20.464,20.027,24.642,69.965,69.965,69.965,69.965,33.43,67.959,48.763,30.426,23.833,69.965,69.965,42.956
05/01/1980 01:00,70.036,70.036,38.822,70.036,65.427,61.189,54.339,70.036,70.558,25.503,57.062,70.036,70.036,31.807,59.22,20.335,20.07,24.647,70.036,70.036,70.036,70.036,31.452,67.872,50.894,29.825,24.135,70.036,70.036,43.877
05/01/1980 02:00,70.105,70.105,41.359,70.105,51.117,46.663,51.387,26.614,69.548,26.321,60.016,70.105,70.105,32.411,66.186,20.031,20.751,23.835,70.105,70.105,70.105,70.105,24.304,68.093,66.35,27.45,27.16,64.992,70.105,39.181
05/01/1980 03:00,70.174,70.174,40.83,70.174,49.998,46.709,49.451,26.623,69.616,27.287,60.29,70.174,70.174,33.629,65.178,20.029,21.143,23.624,70.174,70.174,70.174,70.174,24.077,68.197,67.89,28.137,27.804,62.206,70.174,37.526
05/01/1980 04:00,70.242,43.218,34.583,70.242,46.572,43.601,43.253,70.242,70.242,27.904,58.784,70.242,70.242,40.544,66.075,20.031,27.433,23.266,71.049,70.242,70.242,26.632,22.69,68.378,68.34,33.553,27.98,50.057,70.242,27.728
05/01/1980 05:00,70.309,37.557,33.176,70.309,45.839,46.605,39.847,70.309,70.309,27.692,59.404,70.309,70.309,42.305,69.946,20.035,29.774,23.563,70.458,70.309,70.309,26.64,22.423,68.288,68.748,34.855,28.792,46.566,70.309,26.239
05/01/1980 06:00,70.375,25.406,29.635,70.375,40.309,51.603,32.84,70.375,70.819,27.278,63.131,70.375,73.934,52.713,70.628,20.227,36.43,24.239,66.389,70.799,56.315,26.381,21.018,67.003,69.039,35.901,43.067,31.657,70.375,21.052
05/01/1980 07:00,70.44,24.483,29.851,70.44,39.139,47.683,30.558,70.44,70.44,27.747,63.292,70.44,71.185,53.379,70.203,20.299,31.883,24.022,66.077,70.933,52.818,25.002,20.879,67.145,69.291,34.992,48.175,29.803,70.44,20.81
05/01/1980 08:00,70.505,21.538,30.085,70.505,37.036,45.118,26.057,70.505,70.505,30.631,62.865,70.505,57.665,59.259,64.339,21.592,21.811,23.676,65.927,41.72,43.598,49.223,20.282,67.911,70.724,38.177,67.504,23.278,70.505,20.137
