datetime,wind speed2019,wind speed2018,wind speed2017,wind speed2016,wind speed2015
01/01/2019 00:00,13.89,16.22,14.58,12.39,13.516
01/01/2019 01:00,14.586,16.4,14.58,12.5,13.56
01/01/2019 02:00,16.81,16.7,14.56,13.0,13.94
01/01/2019 03:00,17.12,16.7,14.586,12.93,14.086
01/01/2019 04:00,16.23,16.58,14.9,11.95,14.61
01/01/2019 05:00,16.38,16.38,14.87,11.53,14.66
01/01/2019 06:00,18.25,16.73,14.71,9.31,15.0
01/01/2019 07:00,18.4,17.1,14.79,9.0,14.94
01/01/2019 08:00,18.5,18.02,14.84,7.117,15.82
01/01/2019 09:00,18.53,17.86,14.82,6.82,15.8
01/01/2019 10:00,19.1,16.56,13.625,4.72,15.56
01/01/2019 11:00,18.5,16.77,13.17,4.617,15.56
01/01/2019 12:00,16.16,18.19,10.6,3.887,15.91
01/01/2019 13:00,16.12,18.7,10.1,3.69,15.93
01/01/2019 14:00,14.83,21.05,8.43,2.379,16.56
01/01/2019 15:00,14.62,20.88,8.3,2.139,16.72
01/01/2019 16:00,14.2,21.34,7.83,1.99,17.7
01/01/2019 17:00,13.92,21.44,7.45,2.285,17.72
01/01/2019 18:00,11.805,21.25,6.047,4.285,18.39
01/01/2019 19:00,11.266,21.4,6.383,4.844,18.64
01/01/2019 20:00,9.25,22.33,8.5,7.17,19.72
01/01/2019 21:00,9.16,22.44,8.67,7.332,19.8
01/01/2019 22:00,9.43,23.12,10.25,8.76,21.28
01/01/2019 23:00,9.11,23.5,10.52,8.945,21.66
02/01/2019 00:00,7.668,23.38,12.25,11.17,24.11
02/01/2019 01:00,7.715,22.38,12.58,11.48,23.8
02/01/2019 02:00,8.766,20.92,12.65,12.41,23.39
02/01/2019 03:00,8.766,20.94,12.34,12.7,23.39
02/01/2019 04:00,8.94,19.97,11.28,14.36,22.69
02/01/2019 05:00,9.12,19.34,11.305,14.68,22.42
02/01/2019 06:00,9.445,16.94,11.266,16.25,21.66
02/01/2019 07:00,9.42,16.7,10.88,16.47,21.39
02/01/2019 08:00,8.99,15.14,9.055,17.6,20.94
02/01/2019 09:00,8.72,14.74,8.78,17.75,20.84
02/01/2019 10:00,9.16,12.44,10.08,18.55,21.77
02/01/2019 11:00,9.48,12.164,10.734,18.5,21.83
02/01/2019 12:00,10.45,10.28,12.55,18.77,20.78
02/01/2019 13:00,10.266,9.95,12.305,18.72,20.78
02/01/2019 14:00,10.62,8.91,11.75,18.45,20.56
02/01/2019 15:00,10.375,8.74,11.766,18.4,20.62
02/01/2019 16:00,10.75,7.938,11.86,18.22,21.72
02/01/2019 17:00,11.164,7.85,11.984,18.25,21.53
02/01/2019 18:00,12.27,7.75,12.58,18.39,19.88
02/01/2019 19:00,12.39,7.992,12.6,18.38,19.67
02/01/2019 20:00,12.82,8.96,12.42,18.19,20.06
02/01/2019 21:00,13.14,9.086,12.46,18.08,20.3
02/01/2019 22:00,15.81,9.836,12.05,17.75,20.81
02/01/2019 23:00,16.45,10.25,12.16,17.7,20.75
03/01/2019 00:00,17.5,11.34,12.4,17.83,20.47
03/01/2019 01:00,16.88,11.27,12.31,17.86,19.86
03/01/2019 02:00,15.14,10.81,12.445,17.86,18.03
03/01/2019 03:00,15.484,10.84,12.72,17.83,18.0
03/01/2019 04:00,17.77,10.93,13.47,17.94,19.28
03/01/2019 05:00,17.38,10.91,13.28,17.98,19.06
03/01/2019 06:00,17.58,11.48,14.88,18.42,18.25
03/01/2019 07:00,17.72,11.516,15.19,18.47,18.38
03/01/2019 08:00,17.3,11.38,16.75,18.78,19.33
03/01/2019 09:00,17.16,11.06,16.5,18.75,19.25
03/01/2019 10:00,17.72,9.945,17.52,18.02,19.38
03/01/2019 11:00,17.36,9.84,17.73,18.1,19.22
03/01/2019 12:00,13.664,8.65,17.19,18.14,17.72
03/01/2019 13:00,14.12,8.46,17.6,18.06,17.19
03/01/2019 14:00,16.6,8.24,18.84,17.69,13.664
03/01/2019 15:00,16.97,8.1,19.03,17.7,13.37
03/01/2019 16:00,19.02,7.44,19.69,17.86,12.26
03/01/2019 17:00,19.23,7.516,19.78,17.83,12.49
03/01/2019 18:00,19.34,7.33,19.98,17.66,13.77
03/01/2019 19:00,19.6,7.367,20.12,17.64,14.03
03/01/2019 20:00,20.44,7.17,20.77,17.47,15.48
03/01/2019 21:00,20.16,7.023,20.9,17.45,15.766
03/01/2019 22:00,18.95,7.625,20.64,16.61,16.89
03/01/2019 23:00,18.39,7.832,21.06,16.56,16.94
04/01/2019 00:00,15.695,9.05,21.36,16.95,15.984
04/01/2019 01:00,15.305,9.23,21.22,17.02,15.71
04/01/2019 02:00,13.2,10.32,21.73,16.78,14.56
04/01/2019 03:00,12.63,10.72,21.66,16.66,14.445
04/01/2019 04:00,9.62,12.266,21.64,16.62,13.766
04/01/2019 05:00,9.06,12.4,21.94,16.61,13.62
04/01/2019 06:00,6.92,12.95,22.17,16.25,13.234
04/01/2019 07:00,6.703,13.17,22.16,16.11,13.19
04/01/2019 08:00,5.79,14.14,22.47,15.766,13.14
04/01/2019 09:00,5.652,14.03,22.55,15.78,13.37
04/01/2019 10:00,4.867,14.18,22.08,15.03,13.07
04/01/2019 11:00,4.94,14.02,20.66,14.76,13.31
04/01/2019 12:00,5.28,12.88,14.305,13.836,13.69
04/01/2019 13:00,5.688,12.734,14.2,13.766,13.64
04/01/2019 14:00,6.633,13.31,14.625,13.195,13.16
04/01/2019 15:00,6.4,13.33,15.14,13.11,12.98
04/01/2019 16:00,6.234,13.43,15.0,13.08,12.56
04/01/2019 17:00,6.367,13.41,15.305,13.18,12.28
04/01/2019 18:00,8.125,13.39,15.9,13.22,11.3
04/01/2019 19:00,8.07,13.45,15.484,13.17,11.17
04/01/2019 20:00,7.86,14.23,13.22,13.22,11.27
04/01/2019 21:00,8.02,14.375,12.81,13.3,11.59
04/01/2019 22:00,7.617,16.6,10.95,13.67,12.71
04/01/2019 23:00,8.55,16.53,11.15,13.75,13.19
05/01/2019 00:00,14.44,16.39,11.78,14.266,13.625
05/01/2019 01:00,14.75,16.56,11.7,14.4,13.28
05/01/2019 02:00,15.59,17.31,11.67,14.84,11.695
05/01/2019 03:00,14.59,17.4,11.37,14.81,11.47
05/01/2019 04:00,9.0,18.2,9.836,14.914,10.78
05/01/2019 05:00,8.43,18.3,9.69,14.97,10.69
05/01/2019 06:00,6.88,18.31,9.32,15.17,10.33
05/01/2019 07:00,6.805,18.11,9.36,15.29,10.16
05/01/2019 08:00,6.32,16.84,9.48,15.7,9.445
05/01/2019 09:00,5.97,16.69,9.44,15.695,9.48
05/01/2019 10:00,2.656,16.45,8.78,15.516,9.42
05/01/2019 11:00,2.477,16.28,8.695,15.5,9.625
05/01/2019 12:00,3.2,15.69,7.89,15.68,10.01
05/01/2019 13:00,3.727,15.38,7.727,15.84,9.82
05/01/2019 14:00,4.938,13.99,7.453,16.47,8.14
05/01/2019 15:00,5.28,13.83,7.46,16.5,7.836
05/01/2019 16:00,6.375,13.06,7.094,16.58,7.03
05/01/2019 17:00,6.08,12.945,6.93,16.64,7.117
05/01/2019 18:00,6.27,12.414,6.14,16.92,7.94
05/01/2019 19:00,6.594,12.42,5.984,16.89,8.11
05/01/2019 20:00,7.855,12.28,4.96,16.44,8.41
05/01/2019 21:00,7.42,12.16,4.79,16.23,8.414
05/01/2019 22:00,5.254,12.41,4.883,15.234,8.766
05/01/2019 23:00,5.32,12.484,4.71,15.27,8.805
06/01/2019 00:00,5.617,12.375,4.375,15.28,8.625
06/01/2019 01:00,5.93,12.266,4.344,15.31,8.516
06/01/2019 02:00,7.0,11.36,4.047,15.28,7.92
06/01/2019 03:00,6.945,11.16,4.164,15.18,7.97
06/01/2019 04:00,6.008,10.445,4.496,14.586,8.16
06/01/2019 05:00,5.88,10.36,4.633,14.5,8.23
06/01/2019 06:00,5.945,9.984,5.516,14.45,8.59
06/01/2019 07:00,6.047,9.98,5.72,14.484,8.69
06/01/2019 08:00,6.91,9.79,6.28,14.48,9.18
06/01/2019 09:00,7.227,9.734,6.406,14.46,9.25
06/01/2019 10:00,6.19,9.555,8.39,14.164,9.195
06/01/2019 11:00,5.797,9.64,8.65,14.0,9.14
06/01/2019 12:00,4.605,9.3,9.37,13.19,9.24
06/01/2019 13:00,4.71,9.05,9.38,13.14,9.43
06/01/2019 14:00,5.223,8.47,9.48,13.016,10.63
06/01/2019 15:00,5.12,8.64,9.51,13.1,10.64
06/01/2019 16:00,5.395,9.31,10.1,13.29,10.6
06/01/2019 17:00,5.79,9.42,10.29,13.29,10.69
06/01/2019 18:00,8.12,10.06,10.92,13.22,10.414
06/01/2019 19:00,8.48,9.875,10.984,13.15,10.336
06/01/2019 20:00,9.8,9.03,11.586,13.14,10.2
06/01/2019 21:00,9.875,8.914,11.74,13.23,10.5
06/01/2019 22:00,10.31,10.46,11.984,13.25,10.91
06/01/2019 23:00,10.18,10.39,12.15,13.34,11.0
07/01/2019 00:00,9.984,9.9,12.92,13.75,12.06
07/01/2019 01:00,9.89,9.734,12.83,13.93,12.17
07/01/2019 02:00,9.31,9.28,12.91,14.4,11.53
07/01/2019 03:00,9.27,9.28,13.13,14.266,11.25
07/01/2019 04:00,9.09,9.445,13.625,13.67,10.33
07/01/2019 05:00,9.0,9.44,13.63,13.72,10.266
07/01/2019 06:00,8.23,8.55,13.7,14.164,10.4
07/01/2019 07:00,8.09,8.234,13.7,14.28,10.38
07/01/2019 08:00,7.516,7.523,13.16,14.96,10.28
07/01/2019 09:00,7.453,7.58,12.83,15.164,10.36
07/01/2019 10:00,7.434,8.3,10.766,15.836,10.625
07/01/2019 11:00,7.234,8.82,10.46,15.68,11.01
07/01/2019 12:00,6.53,11.83,9.336,15.2,13.12
07/01/2019 13:00,6.566,12.33,9.3,15.41,13.01
07/01/2019 14:00,6.824,14.23,9.805,16.3,12.48
07/01/2019 15:00,6.832,14.56,10.01,16.42,12.59
07/01/2019 16:00,6.984,16.73,10.75,16.89,13.56
07/01/2019 17:00,7.043,17.14,10.72,17.06,14.01
07/01/2019 18:00,7.29,18.17,10.21,18.06,15.38
07/01/2019 19:00,7.38,18.17,10.2,18.19,15.484
07/01/2019 20:00,7.934,17.5,10.75,18.3,16.69
07/01/2019 21:00,8.05,17.38,10.96,18.12,16.88
07/01/2019 22:00,8.77,20.06,11.09,16.22,17.75
07/01/2019 23:00,8.85,19.97,10.92,15.42,17.84
08/01/2019 00:00,9.17,20.1,9.555,11.58,18.22
08/01/2019 01:00,9.22,20.67,9.09,12.234,18.55
08/01/2019 02:00,9.53,22.94,6.883,17.83,18.69
08/01/2019 03:00,9.56,23.08,6.582,17.89,18.69
08/01/2019 04:00,9.89,22.95,5.047,18.06,18.39
08/01/2019 05:00,10.04,22.78,4.83,18.22,18.23
08/01/2019 06:00,10.55,22.22,4.2,19.03,17.11
08/01/2019 07:00,10.625,21.97,4.066,19.0,16.8
08/01/2019 08:00,11.07,21.75,3.387,18.12,15.125
08/01/2019 09:00,11.14,21.97,3.367,17.83,14.8
08/01/2019 10:00,11.72,21.39,3.102,17.6,12.72
08/01/2019 11:00,11.805,21.88,2.945,17.14,12.32
08/01/2019 12:00,12.58,23.88,1.507,14.34,10.38
08/01/2019 13:00,12.73,23.84,1.361,13.805,10.5
08/01/2019 14:00,13.39,21.56,1.16,10.44,10.484
08/01/2019 15:00,13.53,21.0,1.387,9.5,10.86
08/01/2019 16:00,14.15,19.4,3.21,4.95,12.19
08/01/2019 17:00,14.25,19.19,3.695,4.207,12.266
08/01/2019 18:00,14.9,17.84,5.684,1.952,14.22
08/01/2019 19:00,15.05,17.77,5.824,2.688,14.83
08/01/2019 20:00,15.48,17.44,6.22,6.695,16.28
08/01/2019 21:00,15.51,17.38,6.32,7.28,15.95
08/01/2019 22:00,15.84,17.25,5.895,10.16,16.17
08/01/2019 23:00,15.984,17.38,6.094,10.53,16.08
09/01/2019 00:00,16.3,17.27,6.848,11.36,15.266
09/01/2019 01:00,16.28,17.38,6.945,11.29,15.766
09/01/2019 02:00,16.47,18.02,7.547,10.83,17.62
09/01/2019 03:00,16.44,18.0,7.68,10.78,18.1
09/01/2019 04:00,16.03,17.81,8.37,10.766,19.03
09/01/2019 05:00,15.805,17.5,8.48,10.72,20.25
09/01/2019 06:00,15.125,16.27,8.84,10.516,23.0
09/01/2019 07:00,15.016,16.31,8.98,10.55,23.44
09/01/2019 08:00,14.45,16.62,9.51,10.58,24.97
09/01/2019 09:00,14.45,16.56,9.586,10.555,24.78
09/01/2019 10:00,14.64,14.86,10.16,10.695,26.72
09/01/2019 11:00,14.39,14.89,10.46,10.6,26.06
09/01/2019 12:00,13.53,15.25,11.65,10.32,23.5
09/01/2019 13:00,13.516,15.34,11.67,10.15,23.64
09/01/2019 14:00,12.89,16.1,11.88,9.64,22.12
09/01/2019 15:00,12.77,15.75,12.06,9.75,21.8
09/01/2019 16:00,12.0,14.09,12.97,9.836,21.08
09/01/2019 17:00,11.84,13.984,13.06,9.9,20.83
09/01/2019 18:00,11.04,13.16,13.41,11.41,19.0
09/01/2019 19:00,10.81,12.89,13.53,11.586,18.34
09/01/2019 20:00,9.94,11.92,14.26,11.59,15.06
09/01/2019 21:00,9.625,11.65,14.305,11.625,14.27
09/01/2019 22:00,8.09,10.625,13.94,12.55,10.63
09/01/2019 23:00,7.785,10.33,14.09,12.47,10.47
10/01/2019 00:00,6.47,8.805,14.78,12.57,11.59
10/01/2019 01:00,6.785,8.734,14.734,12.75,13.39
10/01/2019 02:00,7.297,8.195,15.34,13.79,20.27
10/01/2019 03:00,7.223,8.09,15.04,13.93,20.6
10/01/2019 04:00,7.42,6.94,14.05,14.81,21.4
10/01/2019 05:00,7.52,6.656,13.72,14.89,21.58
10/01/2019 06:00,7.83,5.797,11.19,15.125,22.3
10/01/2019 07:00,7.785,5.594,10.375,14.97,22.53
10/01/2019 08:00,7.24,4.19,7.32,14.19,23.52
10/01/2019 09:00,7.137,3.943,7.117,13.83,23.77
10/01/2019 10:00,7.984,2.701,6.62,13.65,26.75
10/01/2019 11:00,7.895,3.004,6.867,13.625,26.3
10/01/2019 12:00,7.125,4.38,8.09,13.4,22.94
10/01/2019 13:00,7.08,4.457,8.16,13.195,23.62
10/01/2019 14:00,7.703,5.105,8.56,12.766,24.4
10/01/2019 15:00,7.79,5.168,8.72,12.8,24.03
10/01/2019 16:00,8.46,4.867,9.79,12.33,24.0
10/01/2019 17:00,8.69,5.086,10.07,12.234,24.0
10/01/2019 18:00,9.19,6.17,11.17,12.36,24.14
10/01/2019 19:00,8.99,6.402,11.26,12.34,23.97
10/01/2019 20:00,8.02,7.92,11.516,12.25,23.47
10/01/2019 21:00,7.613,8.22,11.516,12.17,23.39
10/01/2019 22:00,5.656,8.31,11.22,11.94,22.69
10/01/2019 23:00,5.195,8.27,11.35,11.8,22.64
11/01/2019 00:00,4.188,8.59,12.19,10.75,21.62
11/01/2019 01:00,4.492,8.91,12.5,10.805,21.66
11/01/2019 02:00,5.562,10.46,13.94,10.63,21.5
11/01/2019 03:00,5.586,10.64,14.31,10.41,21.12
11/01/2019 04:00,5.953,11.46,15.836,10.32,21.19
11/01/2019 05:00,5.94,11.65,16.39,10.06,20.97
11/01/2019 06:00,5.684,12.45,19.19,8.89,19.38
11/01/2019 07:00,5.547,12.56,19.69,8.984,19.6
11/01/2019 08:00,5.188,13.04,22.3,9.34,19.9
11/01/2019 09:00,4.973,13.17,21.66,9.195,20.06
11/01/2019 10:00,4.11,13.77,18.36,9.21,20.45
11/01/2019 11:00,4.02,13.88,18.0,9.195,21.23
11/01/2019 12:00,3.863,14.67,17.77,9.12,24.34
11/01/2019 13:00,3.943,14.75,18.53,9.125,23.94
11/01/2019 14:00,4.625,14.92,19.6,10.87,22.78
11/01/2019 15:00,4.92,15.06,19.31,11.11,22.61
11/01/2019 16:00,6.59,15.48,19.44,11.21,21.56
11/01/2019 17:00,6.758,15.375,19.4,11.09,21.14
11/01/2019 18:00,6.758,14.67,19.53,11.06,19.3
11/01/2019 19:00,6.633,14.45,19.8,11.01,19.17
11/01/2019 20:00,6.08,13.09,19.88,10.28,18.31
11/01/2019 21:00,6.0,12.91,19.95,10.17,18.34
11/01/2019 22:00,6.184,11.95,19.36,10.43,18.44
11/01/2019 23:00,6.215,11.984,19.38,10.24,18.33
12/01/2019 00:00,6.9,12.266,20.1,9.055,18.17
12/01/2019 01:00,6.96,12.305,19.94,8.79,18.31
12/01/2019 02:00,6.945,12.28,19.6,8.11,18.03
12/01/2019 03:00,6.94,12.34,19.45,8.04,17.92
12/01/2019 04:00,7.176,13.4,18.98,7.348,18.53
12/01/2019 05:00,7.312,13.28,19.03,7.207,18.92
12/01/2019 06:00,7.996,13.234,18.73,7.11,19.52
12/01/2019 07:00,8.086,13.27,18.66,7.39,19.73
12/01/2019 08:00,8.16,13.91,18.78,9.125,20.55
12/01/2019 09:00,8.12,14.34,18.92,9.734,20.52
12/01/2019 10:00,7.88,16.4,18.5,12.234,22.48
12/01/2019 11:00,7.86,16.34,18.62,12.09,22.34
12/01/2019 12:00,8.016,15.33,17.64,11.766,22.03
12/01/2019 13:00,8.195,15.28,17.31,11.82,22.06
12/01/2019 14:00,9.1,16.17,16.38,11.516,22.5
12/01/2019 15:00,9.23,16.19,15.81,11.29,22.38
12/01/2019 16:00,9.77,16.83,13.97,10.28,21.6
12/01/2019 17:00,9.836,17.06,13.31,10.13,21.36
12/01/2019 18:00,10.22,17.62,10.28,9.445,20.6
12/01/2019 19:00,10.25,17.14,9.98,9.336,20.22
12/01/2019 20:00,10.305,15.94,7.664,9.06,17.52
12/01/2019 21:00,10.22,15.68,6.96,8.83,16.78
12/01/2019 22:00,8.93,15.84,2.453,7.16,12.39
12/01/2019 23:00,9.05,15.914,2.068,6.94,11.95
13/01/2019 00:00,10.0,14.92,2.477,6.918,9.91
13/01/2019 01:00,10.086,14.61,3.04,7.445,9.38
13/01/2019 02:00,10.164,14.3,6.297,9.65,9.18
13/01/2019 03:00,10.15,14.28,6.63,10.01,9.625
13/01/2019 04:00,9.91,12.51,7.926,11.61,11.47
13/01/2019 05:00,9.91,12.64,8.305,11.85,11.0
13/01/2019 06:00,9.72,14.484,10.086,12.91,11.53
13/01/2019 07:00,9.734,14.25,10.14,12.64,12.4
13/01/2019 08:00,10.04,13.69,10.44,10.0,15.2
13/01/2019 09:00,10.15,14.31,10.51,9.08,15.625
13/01/2019 10:00,10.8,16.6,11.97,3.963,15.67
13/01/2019 11:00,10.734,16.56,11.625,3.43,15.19
13/01/2019 12:00,10.586,17.69,10.55,3.256,13.56
13/01/2019 13:00,10.61,17.97,11.07,3.734,13.42
13/01/2019 14:00,10.58,19.97,14.34,5.3,11.89
13/01/2019 15:00,10.52,19.9,14.94,5.445,11.78
13/01/2019 16:00,10.625,19.25,16.66,6.406,11.41
13/01/2019 17:00,10.75,19.8,16.11,6.78,11.086
13/01/2019 18:00,11.3,21.5,12.35,8.234,10.38
13/01/2019 19:00,11.336,20.83,12.984,8.31,10.14
13/01/2019 20:00,11.305,18.0,15.76,9.05,9.33
13/01/2019 21:00,11.3,18.03,16.02,9.19,9.58
13/01/2019 22:00,10.484,17.8,18.08,8.94,10.55
13/01/2019 23:00,10.37,17.7,18.5,8.914,11.375
14/01/2019 00:00,10.12,16.66,19.98,8.586,12.6
14/01/2019 01:00,10.164,16.72,19.89,8.16,12.33
14/01/2019 02:00,10.445,17.42,18.56,5.754,11.83
14/01/2019 03:00,10.54,17.86,18.33,5.684,12.43
14/01/2019 04:00,11.02,18.66,17.31,6.277,14.17
14/01/2019 05:00,11.05,18.67,17.14,6.43,14.516
14/01/2019 06:00,11.0,18.42,16.44,7.184,15.16
14/01/2019 07:00,10.91,18.31,16.14,7.656,15.32
14/01/2019 08:00,10.625,17.75,14.6,9.29,16.02
14/01/2019 09:00,10.72,17.64,14.43,9.44,15.8
14/01/2019 10:00,10.3,16.1,13.39,11.336,14.66
14/01/2019 11:00,10.34,16.44,13.57,11.44,14.44
14/01/2019 12:00,10.95,17.83,14.26,12.51,13.02
14/01/2019 13:00,10.984,17.78,14.375,12.58,13.21
14/01/2019 14:00,10.92,17.81,14.84,12.13,12.984
14/01/2019 15:00,11.01,17.75,15.07,11.91,12.68
14/01/2019 16:00,11.484,17.73,15.94,10.29,11.83
14/01/2019 17:00,11.83,17.78,15.82,9.97,11.72
14/01/2019 18:00,13.1,17.34,15.41,7.895,11.53
14/01/2019 19:00,13.164,17.05,15.375,7.594,12.14
14/01/2019 20:00,13.766,15.6,15.016,6.203,14.17
14/01/2019 21:00,13.81,15.125,14.91,6.004,14.42
14/01/2019 22:00,13.33,13.875,14.41,5.6,14.555
14/01/2019 23:00,13.31,14.24,14.47,5.68,14.5
15/01/2019 00:00,13.22,15.71,14.0,5.016,14.61
15/01/2019 01:00,13.16,16.0,13.875,5.273,14.89
15/01/2019 02:00,13.195,16.97,12.73,7.562,16.75
15/01/2019 03:00,13.36,16.81,12.44,7.918,17.06
15/01/2019 04:00,13.87,15.53,11.37,9.01,18.03
15/01/2019 05:00,14.03,15.55,11.22,9.23,18.16
15/01/2019 06:00,14.695,14.445,10.164,10.8,19.64
15/01/2019 07:00,14.766,14.336,9.945,11.0,20.2
15/01/2019 08:00,15.55,14.59,8.74,11.27,21.5
15/01/2019 09:00,15.6,14.984,8.4,10.99,21.47
15/01/2019 10:00,15.164,16.08,5.586,9.63,21.92
15/01/2019 11:00,15.43,16.12,5.33,9.516,21.62
15/01/2019 12:00,17.4,16.69,4.332,8.52,19.67
15/01/2019 13:00,17.62,16.67,4.473,8.13,18.94
15/01/2019 14:00,18.25,15.91,5.05,6.625,16.72
15/01/2019 15:00,18.23,15.69,5.13,6.65,16.56
15/01/2019 16:00,19.25,14.9,5.62,6.785,15.75
15/01/2019 17:00,19.05,14.85,5.625,6.54,15.695
15/01/2019 18:00,17.7,15.17,5.234,4.734,16.31
15/01/2019 19:00,17.73,15.375,5.08,4.242,16.94
15/01/2019 20:00,18.19,16.06,4.86,1.933,20.12
15/01/2019 21:00,17.98,15.99,5.043,1.592,20.34
15/01/2019 22:00,15.805,15.26,6.35,2.086,21.17
15/01/2019 23:00,15.414,15.17,6.008,2.588,21.14
16/01/2019 00:00,16.02,14.45,4.79,5.047,21.81
16/01/2019 01:00,16.22,14.41,4.75,5.336,21.94
16/01/2019 02:00,15.42,14.21,5.08,6.12,21.97
16/01/2019 03:00,15.09,14.39,5.062,6.07,21.84
16/01/2019 04:00,13.7,14.87,4.875,5.39,21.1
16/01/2019 05:00,13.375,14.92,4.875,4.85,20.72
16/01/2019 06:00,11.7,15.375,4.668,2.27,19.7
16/01/2019 07:00,11.55,15.414,4.574,2.254,19.56
16/01/2019 08:00,11.59,15.84,4.082,2.92,18.19
16/01/2019 09:00,11.38,15.914,4.004,3.97,17.98
16/01/2019 10:00,11.39,16.56,3.848,5.223,15.58
16/01/2019 11:00,11.2,16.78,3.828,5.758,15.69
16/01/2019 12:00,11.8,17.3,3.812,8.64,16.0
16/01/2019 13:00,12.234,17.36,3.77,9.01,15.766
16/01/2019 14:00,13.73,17.47,3.809,9.375,14.016
16/01/2019 15:00,13.67,17.5,3.89,9.14,13.58
16/01/2019 16:00,13.484,17.61,4.32,8.17,11.97
16/01/2019 17:00,13.37,17.5,4.32,8.31,11.664
16/01/2019 18:00,12.25,17.55,4.164,9.18,10.586
16/01/2019 19:00,12.22,17.45,4.082,9.3,10.35
16/01/2019 20:00,12.555,17.81,3.629,10.89,9.51
16/01/2019 21:00,12.68,17.14,3.535,11.016,9.5
16/01/2019 22:00,13.2,12.5,2.818,11.52,10.78
16/01/2019 23:00,12.8,12.39,2.676,11.58,10.95
17/01/2019 00:00,11.07,13.66,2.07,12.336,11.91
17/01/2019 01:00,10.92,13.83,19.375,12.305,11.7
17/01/2019 02:00,9.56,14.23,1.225,11.81,11.0
17/01/2019 03:00,9.234,14.33,1.104,11.69,11.09
17/01/2019 04:00,8.31,15.875,0.8203,11.59,11.77
17/01/2019 05:00,8.57,15.8,0.9316,11.42,11.84
17/01/2019 06:00,9.6,15.89,1.125,10.41,12.28
17/01/2019 07:00,9.7,15.86,1.059,10.19,12.33
17/01/2019 08:00,10.055,14.625,0.954,8.945,13.21
17/01/2019 09:00,10.08,13.805,1.072,8.62,13.22
17/01/2019 10:00,9.19,12.33,3.092,6.086,12.61
17/01/2019 11:00,9.59,12.555,3.227,5.598,12.94
17/01/2019 12:00,11.08,13.39,4.04,2.352,13.84
17/01/2019 13:00,11.266,13.266,4.113,2.096,13.9
17/01/2019 14:00,12.234,13.11,4.47,2.225,13.88
17/01/2019 15:00,12.516,13.53,4.586,2.598,13.87
17/01/2019 16:00,14.88,13.89,5.21,3.822,14.4
17/01/2019 17:00,14.91,13.99,5.28,3.992,14.41
17/01/2019 18:00,14.734,13.67,5.285,4.844,14.64
17/01/2019 19:00,14.64,13.24,5.31,4.91,14.76
17/01/2019 20:00,13.91,11.4,5.977,5.105,14.44
17/01/2019 21:00,13.68,11.23,6.188,5.156,14.625
17/01/2019 22:00,13.17,10.234,7.715,5.457,13.94
17/01/2019 23:00,13.37,10.164,7.754,5.54,13.69
18/01/2019 00:00,12.28,9.59,8.16,6.367,13.0
18/01/2019 01:00,11.875,9.33,8.23,6.4,12.73
18/01/2019 02:00,11.695,8.17,8.664,6.215,11.78
18/01/2019 03:00,11.734,8.27,8.71,6.21,11.734
18/01/2019 04:00,12.33,9.234,8.61,6.297,11.95
18/01/2019 05:00,12.16,9.28,8.625,6.344,11.984
18/01/2019 06:00,11.195,9.03,8.58,6.42,11.945
18/01/2019 07:00,11.51,8.97,8.56,6.434,11.875
18/01/2019 08:00,13.875,8.35,8.83,6.73,11.45
18/01/2019 09:00,14.21,8.06,8.75,6.96,11.266
18/01/2019 10:00,13.59,6.047,8.56,8.63,10.086
18/01/2019 11:00,13.77,5.965,8.53,8.9,9.89
18/01/2019 12:00,15.1,5.35,8.85,9.71,9.05
18/01/2019 13:00,14.42,5.25,8.88,9.76,8.85
18/01/2019 14:00,11.11,4.773,8.64,9.43,7.703
18/01/2019 15:00,10.56,4.69,8.49,9.22,7.418
18/01/2019 16:00,7.758,4.234,7.957,8.25,5.777
18/01/2019 17:00,7.594,4.25,7.996,8.234,5.61
18/01/2019 18:00,8.125,4.605,8.25,8.55,4.746
18/01/2019 19:00,8.234,4.72,8.22,8.805,4.625
18/01/2019 20:00,8.71,5.24,8.07,10.23,4.0
18/01/2019 21:00,8.82,5.242,8.04,10.36,3.746
18/01/2019 22:00,8.96,4.59,8.39,10.516,3.414
18/01/2019 23:00,8.875,4.773,8.41,10.38,3.402
19/01/2019 00:00,7.555,5.81,8.05,10.016,2.777
19/01/2019 01:00,7.29,5.914,7.89,10.08,2.74
19/01/2019 02:00,6.71,5.945,7.26,10.445,2.234
19/01/2019 03:00,6.79,5.91,7.293,10.52,2.102
19/01/2019 04:00,6.77,6.04,7.62,11.19,1.679
19/01/2019 05:00,6.72,6.28,7.76,11.37,1.607
19/01/2019 06:00,6.906,7.426,8.07,12.07,1.094
19/01/2019 07:00,6.97,7.477,8.01,12.24,0.9746
19/01/2019 08:00,7.008,7.434,7.906,11.75,0.751
19/01/2019 09:00,7.11,7.395,7.938,11.38,0.7715
19/01/2019 10:00,8.31,7.246,8.13,7.797,1.908
19/01/2019 11:00,8.42,7.098,7.92,7.516,1.902
19/01/2019 12:00,8.78,6.62,7.1,6.72,2.0
19/01/2019 13:00,9.08,6.57,7.18,6.996,1.967
19/01/2019 14:00,10.234,6.24,7.25,8.38,1.581
19/01/2019 15:00,10.14,6.21,7.113,8.41,1.437
19/01/2019 16:00,9.61,6.344,6.6,9.086,0.7686
19/01/2019 17:00,9.73,6.414,6.58,9.11,0.838
