datetime,wind speed2019,wind speed2018,wind speed2017,wind speed2016,wind speed2015,wind speed2014,wind speed2013,wind speed2012,wind speed2011,wind speed2010,wind speed2009,wind speed2008,wind speed2007,wind speed2006,wind speed2005,wind speed2004;;;;;;;
15/02/2019 02:00,17.9,6.688,5.336,13.46,13.18,19.66,9.96,21.53,11.26;2.662;8.73;7.66;5.875;12.54;15.88;1.908
15/02/2019 03:00,17.72,6.734,5.3,13.375,13.31,19.48,9.66,20.69,11.31;2.54;8.91;7.82;5.77;12.88;15.39;2.01
15/02/2019 04:00,16.7,6.82,4.973,12.99,13.77,18.55,9.16,19.88,11.195;2.928;9.76;7.66;5.305;13.76;13.57;2.506
15/02/2019 05:00,16.66,6.93,4.887,12.945,13.76,18.84,8.766,20.23,10.67;3.684;9.92;7.555;5.242;13.836;13.27;2.71
15/02/2019 06:00,16.95,7.58,4.52,12.83,13.58,20.64,8.19,20.78,9.81;4.77;11.484;7.273;5.316;14.38;12.62;2.879
15/02/2019 07:00,17.1,7.695,4.566,12.73,13.586,20.78,7.85,20.84,9.62;5.03;11.695;7.234;5.418;14.61;12.64;2.854
15/02/2019 08:00,17.06,8.2,4.785,12.086,13.53,21.72,7.26,20.22,9.39;5.188;12.17;7.152;4.918;15.78;12.664;3.23
15/02/2019 09:00,17.0,8.29,4.797,12.0,13.36,21.89,6.62,19.56,9.086;5.043;12.09;7.18;4.57;15.95;12.94;3.266
15/02/2019 10:00,15.195,7.855,4.363,11.12,12.84,22.89,4.402,17.86,8.41;5.402;12.36;7.684;2.77;16.81;14.2;3.52
15/02/2019 11:00,14.94,8.016,4.426,11.06,12.88,22.88,3.86,17.67,7.6;5.688;12.21;7.418;3.262;17.0;14.27;3.506
15/02/2019 12:00,13.68,8.65,4.87,11.266,12.77,23.0,2.977,17.38,7.082;5.875;12.04;6.43;3.988;16.84;14.31;3.338
15/02/2019 13:00,13.555,8.72,4.996,11.25,12.664,23.28,2.684,17.39,7.31;5.742;12.086;6.426;3.387;16.48;14.16;3.293
15/02/2019 14:00,12.78,9.23,5.63,11.375,12.266,23.44,2.35,17.78,7.805;5.805;12.19;6.65;1.391;14.195;13.484;3.426
15/02/2019 15:00,12.445,9.31,5.836,11.28,12.24,23.22,2.182,17.36,8.46;6.027;11.734;6.797;1.872;13.55;13.37;3.533
15/02/2019 16:00,11.5,9.71,7.156,10.92,12.234,21.97,1.961,16.3,9.99;6.55;10.56;7.207;3.945;11.29;12.97;3.97
15/02/2019 17:00,11.45,9.86,7.562,10.81,12.234,21.95,2.355,15.625,10.7;6.855;10.36;7.203;4.39;11.42;12.92;4.043
15/02/2019 18:00,12.72,10.6,9.31,10.09,11.92,22.03,2.316,14.62,11.13;7.08;10.11;7.117;6.664;11.19;12.73;4.137
15/02/2019 19:00,12.5,10.64,9.51,9.836,11.78,22.11,2.098,14.53,11.484;7.21;10.305;7.137;7.18;10.61;12.58;4.117
15/02/2019 20:00,12.29,10.56,10.32,8.336,11.03,22.75,1.682,14.03,11.84;7.785;10.56;7.09;9.266;9.34;11.72;4.37
15/02/2019 21:00,12.43,10.58,10.34,8.055,11.03,22.53,1.167,13.19,11.71;7.94;10.5;7.03;9.586;9.42;11.58;4.64
15/02/2019 22:00,11.41,10.695,10.46,6.78,11.914,21.28,0.7886,11.734,11.69;7.18;9.76;6.383;11.016;9.734;11.36;5.76
15/02/2019 23:00,11.37,10.69,10.41,6.617,11.75,20.62,0.7886,11.41,11.52;7.5;9.44;6.098;11.28;9.664;11.17;5.86
16/02/2019 00:00,11.16,10.586,10.36,5.812,10.73,18.3,0.926,10.7,11.02;8.336;8.31;5.168;12.76;9.59;10.58;6.32
16/02/2019 01:00,11.266,10.67,10.67,5.645,10.61,17.95,1.439,10.41,10.914;8.79;8.44;5.062;12.78;9.766;10.484;6.305
16/02/2019 02:00,12.875,11.45,12.54,5.043,10.39,16.78,2.213,9.04,10.99;9.29;8.375;4.707;12.67;10.06;10.19;6.04
16/02/2019 03:00,12.69,11.59,12.79,4.75,10.516,16.78,2.27,8.31,11.12;9.15;8.375;4.64;12.64;9.89;10.18;6.01
16/02/2019 04:00,11.75,12.12,13.59,3.092,11.29,17.36,2.277,7.555,11.53;8.914;7.957;4.363;12.99;9.57;10.35;6.117
16/02/2019 05:00,11.75,12.14,13.84,2.816,11.28,17.39,2.254,7.074,11.33;9.01;7.8;4.305;13.266;9.586;10.336;6.156
16/02/2019 06:00,11.84,12.51,15.15,1.76,11.14,17.95,2.527,6.29,11.29;9.42;7.86;3.912;14.375;9.67;10.125;5.812
16/02/2019 07:00,11.92,12.66,15.22,1.495,11.125,17.84,2.768,6.258,11.414;9.84;7.918;3.783;14.33;9.664;9.945;5.555
16/02/2019 08:00,12.16,13.336,14.87,1.276,10.805,17.4,2.91,7.54,11.11;10.41;7.52;3.19;14.42;9.46;9.11;4.832
16/02/2019 09:00,12.08,13.31,14.5,1.826,10.66,17.44,2.719,8.484,10.67;10.5;7.254;3.047;14.54;9.37;8.91;4.99
16/02/2019 10:00,12.19,12.2,12.71,4.355,9.85,16.58,2.994,9.24,10.016;11.42;5.926;2.967;14.77;9.766;8.195;6.113
16/02/2019 11:00,12.14,12.28,12.74,4.613,9.72,16.48,2.93,9.63,9.2;11.56;5.9;3.035;14.8;9.78;8.16;6.227
16/02/2019 12:00,12.16,12.375,12.945,5.84,9.58,16.22,3.11,10.234,7.797;12.016;5.914;3.162;14.695;8.84;8.055;6.32
16/02/2019 13:00,12.016,12.28,12.81,5.76,9.58,15.95,3.13,10.94,7.223;11.91;6.082;3.188;14.58;8.516;7.996;6.25
16/02/2019 14:00,11.57,11.61,12.555,5.168,9.24,15.266,3.14,12.41,6.223;12.086;6.156;2.945;15.07;6.77;8.016;6.03
16/02/2019 15:00,11.36,11.47,12.62,5.164,9.11,15.09,2.998,12.81,6.01;12.11;6.156;2.852;15.3;6.402;8.03;5.914
16/02/2019 16:00,9.914,11.086,12.3,5.39,8.67,14.71,2.812,13.34,6.1;11.95;6.617;2.668;15.914;5.484;7.883;5.824
16/02/2019 17:00,9.62,11.06,12.38,5.64,8.85,14.73,2.72,13.43,6.453;11.97;6.58;2.598;16.23;6.098;7.75;5.938
16/02/2019 18:00,8.23,10.94,12.5,7.36,9.51,14.7,2.416,13.19,7.508;12.51;6.312;2.426;17.38;8.41;6.953;6.52
16/02/2019 19:00,8.05,10.805,12.44,7.668,9.45,14.67,2.305,13.14,8.41;12.805;6.312;2.639;17.36;8.664;6.598;6.758
16/02/2019 20:00,7.49,10.13,12.17,9.33,8.97,14.09,2.094,13.53,9.08;12.84;5.996;4.723;17.03;9.5;5.6;7.47
16/02/2019 21:00,7.375,10.03,12.25,9.47,8.8,13.82,2.03,13.3,8.836;12.67;5.555;5.125;17.12;9.41;5.53;7.44
16/02/2019 22:00,6.56,9.21,13.24,10.35,7.953,13.055,2.855,12.39,9.09;12.34;5.117;6.027;17.1;8.195;5.68;7.055
16/02/2019 23:00,6.402,9.164,13.28,10.41,7.676,12.64,2.977,11.95,8.86;12.27;5.652;6.273;17.2;8.234;5.406;7.066
17/02/2019 00:00,5.836,9.15,12.75,11.11,6.46,10.7,2.979,11.34,8.08;12.19;9.25;7.14;16.83;8.984;4.598;7.28
17/02/2019 01:00,5.71,9.25,12.56,11.17,6.44,10.555,2.914,11.06,8.16;11.89;9.586;7.242;16.55;9.33;4.582;7.46
17/02/2019 02:00,4.32,9.39,11.734,11.17,5.914,10.1,3.049,10.36,8.49;11.11;9.875;7.605;15.695;9.28;5.324;8.46
17/02/2019 03:00,4.473,9.27,11.67,11.03,5.68,9.9,2.969,10.266,8.46;10.7;9.97;7.734;15.625;9.28;5.387;8.45
17/02/2019 04:00,3.613,8.61,11.125,11.195,4.402,8.734,2.734,10.36,8.47;10.59;10.32;8.03;15.266;9.13;5.266;8.82
17/02/2019 05:00,3.137,8.45,11.03,11.234,4.28,8.58,2.512,10.234,8.7;10.96;10.58;8.266;15.38;9.17;5.184;9.06
17/02/2019 06:00,2.418,7.71,10.3,11.766,3.941,7.906,2.438,9.83,9.12;11.36;11.59;9.47;15.125;9.484;4.64;9.86
17/02/2019 07:00,2.828,7.797,10.03,11.875,3.904,7.746,2.578,9.75,9.414;11.38;11.5;9.78;15.13;9.44;4.375;9.86
17/02/2019 08:00,3.5,8.84,8.58,11.89,4.15,7.28,2.533,9.71,9.74;11.46;11.41;10.92;14.76;9.55;3.465;9.695
17/02/2019 09:00,3.396,9.07,8.45,11.79,4.613,7.207,2.416,9.42,9.695;11.34;11.32;11.16;14.62;9.7;3.16;9.68
17/02/2019 10:00,4.06,9.44,8.35,10.76,7.137,6.324,1.998,8.46,9.67;10.99;10.5;11.24;13.68;9.15;2.625;10.26
17/02/2019 11:00,3.963,9.414,8.32,10.69,7.11,6.273,2.066,8.58,9.47;10.73;9.984;11.33;13.33;8.875;2.37;10.445
17/02/2019 12:00,2.803,9.3,8.76,9.9,7.12,5.844,1.857,8.79,8.85;10.516;8.586;11.63;12.1;8.086;1.384;11.1
17/02/2019 13:00,2.69,9.26,8.88,9.805,7.29,5.656,1.865,8.8,8.75;10.41;8.46;11.64;11.766;8.05;1.341;11.18
17/02/2019 14:00,2.566,9.086,8.805,9.67,7.57,5.32,2.195,8.766,9.336;10.29;7.383;11.51;11.21;8.36;2.082;11.28
17/02/2019 15:00,2.549,9.14,8.82,9.8,7.77,5.44,2.01,8.71,10.086;10.3;7.105;11.47;11.234;8.57;2.371;11.34
17/02/2019 16:00,2.834,9.84,9.2,10.15,8.62,5.9,1.906,8.95,11.27;10.3;6.46;11.336;10.87;8.8;3.453;12.03
17/02/2019 17:00,3.016,10.164,9.195,10.11,8.48,5.95,1.871,8.88,11.695;10.555;6.336;11.19;10.37;8.62;3.643;12.28
17/02/2019 18:00,3.865,11.164,8.81,10.0,7.87,6.37,1.996,8.59,12.28;10.875;5.63;11.53;8.65;8.25;4.438;13.2
17/02/2019 19:00,4.08,11.15,8.86,9.914,7.88,6.508,2.275,8.67,12.19;10.695;5.29;11.62;8.51;8.25;4.656;13.18
17/02/2019 20:00,5.066,10.984,9.266,9.1,8.84,7.297,2.484,9.04,11.59;10.31;4.387;11.984;7.863;8.55;5.355;12.98
17/02/2019 21:00,5.266,10.92,9.21,8.74,9.09,7.28,2.398,9.19,11.2;9.875;4.52;11.87;7.555;8.64;5.445;13.06
17/02/2019 22:00,5.797,11.19,8.58,6.793,9.945,7.1,2.66,10.164,10.78;8.984;4.98;11.75;5.953;8.71;5.04;14.16
17/02/2019 23:00,5.89,11.15,8.49,6.547,9.85,7.297,2.344,10.47,10.68;8.85;4.81;11.516;5.914;8.74;5.473;13.984
18/02/2019 00:00,6.586,11.03,8.21,5.574,9.74,9.24,1.797,11.04,10.36;8.83;4.312;11.41;5.242;9.11;6.99;12.95
18/02/2019 01:00,6.86,10.92,8.12,5.516,9.74,9.6,1.548,11.17,10.266;8.586;4.164;11.53;4.836;9.34;7.383;12.92
18/02/2019 02:00,8.23,9.99,7.504,5.504,10.13,10.44,1.15,11.734,10.32;8.37;3.621;12.2;3.863;10.12;9.21;13.27
18/02/2019 03:00,8.28,9.87,7.4,5.41,10.27,10.28,0.828,12.484,10.38;8.56;3.648;12.43;4.223;10.05;9.7;13.14
18/02/2019 04:00,8.39,9.61,7.207,4.953,10.9,10.17,0.5483,13.68,10.44;9.07;3.764;12.95;5.652;9.984;11.07;11.65
18/02/2019 05:00,8.42,9.6,7.246,5.07,11.08,10.16,0.8657,14.11,10.34;9.18;3.816;12.91;5.86;9.984;11.25;11.18
18/02/2019 06:00,8.67,9.56,6.855,5.88,11.69,9.9,1.391,14.88,10.23;9.36;3.871;12.86;6.504;9.54;12.16;9.36
18/02/2019 07:00,8.7,9.586,6.664,6.055,11.8,10.0,1.567,15.14,10.18;9.086;3.832;12.84;6.71;9.43;12.41;9.08
18/02/2019 08:00,8.61,9.734,5.79,7.39,12.16,10.805,1.76,15.73,10.06;8.305;3.484;12.75;7.76;8.984;13.33;8.11
18/02/2019 09:00,8.53,9.8,5.8,7.85,12.375,10.836,2.072,15.75,10.08;7.68;3.422;12.73;8.06;8.94;13.48;7.96
18/02/2019 10:00,8.45,9.72,7.023,9.51,14.2,10.89,2.303,15.79,9.64;6.797;3.44;12.79;9.695;8.234;12.98;7.062
18/02/2019 11:00,8.38,9.805,7.47,9.22,14.375,10.84,2.875,16.11,9.664;7.176;3.46;12.8;9.74;8.2;13.05;6.844
18/02/2019 12:00,8.12,9.98,8.805,8.2,14.16,10.09,3.598,16.78,9.71;8.88;3.635;12.63;10.03;7.613;14.09;6.227
18/02/2019 13:00,8.11,9.83,8.72,8.29,14.2,9.97,3.879,16.94,9.78;9.14;3.709;12.45;9.81;6.996;14.47;6.21
18/02/2019 14:00,7.867,9.22,8.6,8.59,14.8,9.68,4.516,17.61,10.125;9.13;3.69;11.61;8.7;4.2;16.14;7.04
18/02/2019 15:00,7.82,9.125,8.8,8.61,14.91,9.52,4.86,17.9,10.27;8.77;3.682;11.4;8.266;3.725;16.5;7.414
18/02/2019 16:00,7.83,8.53,10.16,8.81,14.96,8.99,5.348,17.97,10.46;7.965;3.934;10.71;6.875;1.512;16.47;9.48
18/02/2019 17:00,7.777,8.5,10.46,8.914,14.92,8.9,5.758,17.88,10.62;7.168;4.098;10.625;6.883;1.557;15.23;10.234
18/02/2019 18:00,7.695,8.72,11.66,9.38,15.16,8.65,6.53,17.3,10.92;6.117;4.46;10.19;7.32;1.98;9.836;12.32
18/02/2019 19:00,7.74,8.805,11.92,9.47,15.15,8.67,6.87,15.49,10.95;6.195;4.336;10.086;7.383;2.188;9.484;12.03
18/02/2019 20:00,7.633,9.1,13.06,9.61,14.84,8.76,7.633,12.0,10.94;7.46;3.988;9.69;7.215;2.516;9.44;11.734
18/02/2019 21:00,7.516,9.26,13.25,9.48,14.68,8.83,8.13,10.93,11.125;7.582;4.117;9.664;7.027;2.373;9.43;12.23
18/02/2019 22:00,6.926,9.56,13.91,8.7,14.89,9.46,9.22,12.23,11.36;6.24;5.473;8.83;6.2;1.455;9.17;12.45
18/02/2019 23:00,6.82,9.75,13.86,8.36,14.94,9.41,9.43,12.664,11.37;6.03;5.523;8.83;6.164;1.355;9.33;12.23
19/02/2019 00:00,6.566,10.64,13.445,6.383,14.93,9.17,10.82,13.18,11.58;6.773;5.652;8.984;6.215;1.242;9.92;10.81
19/02/2019 01:00,6.55,11.03,13.48,6.02,14.86,9.28,11.46,13.875,11.44;7.45;5.824;9.09;6.184;1.344;9.92;10.64
19/02/2019 02:00,6.414,11.92,13.67,4.82,14.805,9.63,11.43,14.94,11.55;9.125;6.47;9.47;5.746;2.293;9.445;9.96
19/02/2019 03:00,6.4,12.08,13.86,4.867,14.89,9.625,11.75,15.32,11.695;9.29;6.625;9.53;5.508;2.43;9.24;9.75
19/02/2019 04:00,5.95,13.0,14.195,5.453,14.71,9.5,12.45,15.77,12.375;9.22;7.496;9.48;4.484;2.336;8.4;8.95
19/02/2019 05:00,5.895,13.11,14.125,5.453,14.69,9.52,12.53,16.16,12.484;9.445;7.83;9.32;4.207;2.1;7.99;8.84
19/02/2019 06:00,5.77,13.83,13.92,5.16,15.086,9.33,10.83,16.38,12.97;10.39;9.1;8.625;3.564;1.555;6.81;8.71
19/02/2019 07:00,5.797,13.914,13.78,5.113,15.13,9.25,9.445,15.33,13.36;10.41;9.47;8.47;3.117;1.308;6.68;8.625
19/02/2019 08:00,5.938,14.14,12.75,5.125,15.05,8.75,9.19,14.06,13.195;10.125;10.66;8.0;1.548;0.829;7.56;8.17
19/02/2019 09:00,5.918,14.164,12.53,5.227,15.086,8.72,9.945,14.48,13.0;10.07;10.66;7.97;1.863;0.9893;7.996;8.15
19/02/2019 10:00,5.79,13.48,10.23,6.35,15.25,8.91,10.62,14.27,13.08;10.586;11.26;7.34;3.492;0.9395;8.61;8.61
19/02/2019 11:00,5.684,13.375,10.086,6.63,15.36,8.81,10.32,14.53,12.92;10.08;11.04;7.164;3.855;1.149;8.79;8.64
19/02/2019 12:00,5.277,13.016,9.266,8.25,15.74,8.54,9.875,14.79,12.53;9.11;9.43;6.656;4.23;1.032;10.1;8.77
19/02/2019 13:00,5.07,13.07,9.28,8.42,15.766,8.55,9.7,14.266,12.39;8.49;8.945;6.625;4.11;1.191;10.07;8.73
19/02/2019 14:00,3.76,13.54,9.59,9.26,16.1,8.58,9.69,13.67,12.05;7.99;9.234;6.297;3.377;0.84;9.83;8.76
19/02/2019 15:00,3.453,13.61,9.83,9.41,16.14,8.8,9.68,13.55,12.23;8.34;9.414;6.13;3.371;1.673;9.695;8.75
19/02/2019 16:00,1.917,13.64,9.9,9.9,15.72,10.17,9.6,13.33,12.836;9.59;9.69;5.37;3.521;3.799;8.79;8.84
19/02/2019 17:00,1.771,13.49,9.75,10.12,15.61,10.234,9.72,13.28,13.06;10.15;9.73;5.312;3.754;4.156;8.5;8.91
19/02/2019 18:00,1.464,12.45,8.61,11.5,15.8,10.01,10.06,13.34,13.266;10.78;9.33;5.227;4.4;5.598;7.082;9.07
19/02/2019 19:00,1.376,12.22,8.7,11.86,15.91,9.86,10.234,13.34,13.24;11.14;9.164;5.188;4.457;5.9;6.992;9.1
19/02/2019 20:00,1.109,11.46,8.62,13.95,16.12,9.234,10.164,12.81,13.22;11.67;8.85;4.965;4.875;6.953;6.97;8.84
19/02/2019 21:00,1.139,11.51,8.84,14.22,16.2,9.1,9.97,12.46,13.164;12.2;8.91;4.92;4.965;6.98;7.13;8.766
19/02/2019 22:00,0.8154,11.26,10.305,16.62,15.79,8.52,9.516,10.516,13.45;14.17;8.99;4.723;5.082;6.297;8.88;9.67
19/02/2019 23:00,0.755,11.13,10.61,16.73,15.945,8.516,9.39,10.43,13.3;14.58;8.625;4.625;5.12;6.12;8.516;9.375
20/02/2019 00:00,0.696,10.36,12.34,17.12,16.22,7.64,9.11,10.305,13.02;15.65;7.996;4.117;5.58;5.938;6.99;8.74
20/02/2019 01:00,0.793,10.18,12.68,17.33,16.12,7.637,9.09,10.05,12.95;15.49;8.055;3.953;5.54;6.27;7.02;8.7
20/02/2019 02:00,1.068,9.53,14.375,20.69,15.23,8.33,9.266,8.79,12.86;15.67;8.17;3.219;5.61;7.977;7.344;8.49
20/02/2019 03:00,1.092,9.44,14.57,21.0,15.1,8.09,9.35,8.195,12.83;16.0;8.31;3.02;5.59;8.35;7.547;8.414
20/02/2019 04:00,1.158,9.414,15.29,20.8,14.77,7.086,9.63,7.758,13.08;16.8;8.875;2.16;5.598;9.52;8.79;8.37
20/02/2019 05:00,1.337,9.61,15.33,20.52,14.67,7.562,9.484,8.15,13.266;17.36;8.95;1.883;5.594;9.664;9.13;8.44
20/02/2019 06:00,2.664,10.04,16.19,18.94,14.5,10.1,9.33,8.31,13.19;17.97;8.74;1.439;5.27;9.94;10.0;8.766
20/02/2019 07:00,2.928,9.984,16.2,17.84,14.75,10.3,9.195,8.68,13.08;18.05;8.734;1.723;5.14;9.82;10.1;8.87
20/02/2019 08:00,4.195,10.055,16.16,14.31,16.44,11.34,9.06,9.6,12.89;17.77;9.61;2.943;5.016;9.03;10.25;9.53
20/02/2019 09:00,4.34,10.22,16.0,14.29,16.5,11.66,9.055,10.164,12.766;17.1;9.94;3.207;5.105;8.84;10.305;9.78
20/02/2019 10:00,4.555,10.6,14.72,15.16,16.92,12.81,8.72,12.484,12.73;15.07;9.97;3.223;5.586;7.984;10.11;10.95
20/02/2019 11:00,4.65,10.67,14.98,15.2,16.39,13.09,8.85,12.484,12.91;14.27;9.734;3.055;5.68;7.89;10.016;10.94
20/02/2019 12:00,4.758,10.48,15.766,15.55,12.734,14.48,8.59,12.61,12.88;14.26;8.54;2.527;5.785;7.938;9.53;11.33
20/02/2019 13:00,4.74,10.516,16.06,15.52,12.27,14.49,8.69,13.2,12.7;14.625;8.305;2.43;5.645;8.14;9.45;11.56
20/02/2019 14:00,4.848,11.305,17.27,15.3,11.09,14.95,8.914,14.41,12.51;13.89;7.266;2.111;5.492;8.87;9.625;12.4
20/02/2019 15:00,4.94,11.52,17.36,15.57,10.74,14.984,8.74,15.08,12.484;13.9;7.13;2.027;5.664;8.88;9.77;12.52
20/02/2019 16:00,5.414,12.49,17.39,17.03,7.75,14.81,9.08,16.06,12.43;13.83;6.926;2.357;6.383;9.14;9.79;13.125
20/02/2019 17:00,5.605,12.6,17.25,16.8,7.125,14.69,9.19,16.53,12.61;13.66;6.96;2.752;6.508;9.29;9.84;13.25
20/02/2019 18:00,6.734,12.71,16.61,15.164,4.555,14.125,9.32,17.44,13.17;13.02;6.785;4.414;7.207;10.12;10.28;13.5
20/02/2019 19:00,6.95,12.734,16.36,14.984,4.38,14.16,9.336,17.94,13.23;12.38;6.973;4.805;7.535;10.51;10.29;13.34
20/02/2019 20:00,7.273,13.07,14.664,14.414,3.766,14.484,9.55,18.62,12.97;10.94;8.03;6.055;8.8;11.66;10.1;12.6
20/02/2019 21:00,7.094,13.08,14.38,14.625,3.582,14.64,9.58,18.9,12.586;10.14;8.17;6.414;8.9;11.64;9.984;12.45
20/02/2019 22:00,6.51,13.13,12.02,15.95,2.957,15.375,9.4,19.0,13.15;10.195;8.04;7.69;9.414;11.67;9.9;11.734
20/02/2019 23:00,6.383,13.34,11.81,15.72,2.928,15.27,9.42,19.28,12.78;9.64;7.93;8.125;9.5;11.26;9.81;11.59
21/02/2019 00:00,5.797,13.625,11.59,15.96,1.906,14.38,9.41,19.11,11.64;8.4;7.344;9.75;9.67;10.39;8.805;11.27
21/02/2019 01:00,5.723,13.58,11.81,16.3,1.693,13.97,9.36,19.06,10.99;7.453;6.945;9.95;9.664;10.42;8.68;11.11
21/02/2019 02:00,5.633,13.02,12.54,17.1,1.514,12.44,9.086,18.47,10.27;5.582;5.305;10.8;9.516;10.94;8.586;10.41
21/02/2019 03:00,5.414,12.98,12.664,17.2,1.896,12.125,8.7,18.0,10.23;4.43;5.246;10.82;9.62;11.195;8.69;10.195
21/02/2019 04:00,4.703,12.625,12.92,17.12,5.066,10.75,8.23,17.11,10.445;2.557;4.25;11.92;10.08;11.93;9.11;9.35
21/02/2019 05:00,4.523,12.59,12.74,16.77,5.555,10.586,8.16,16.45,10.48;1.617;3.717;11.984;10.1;12.016;9.08;9.22
21/02/2019 06:00,3.662,12.12,12.28,15.13,7.332,9.45,8.53,15.91,10.45;1.135;2.648;12.3;9.86;12.33;8.89;9.05
21/02/2019 07:00,3.652,12.06,12.41,15.016,7.51,9.234,8.92,15.766,10.516;2.174;2.506;12.7;9.8;12.484;8.97;8.945
21/02/2019 08:00,3.715,11.95,13.16,14.41,7.934,8.27,9.3,15.39,10.89;4.07;3.234;14.055;9.336;12.85;9.33;7.85
21/02/2019 09:00,3.744,12.06,13.2,14.42,7.93,8.266,9.08,14.93,11.164;4.95;3.672;14.15;9.375;12.75;9.47;7.598
21/02/2019 10:00,3.512,11.59,12.12,13.39,7.86,7.97,7.477,13.836,11.625;3.443;5.016;14.31;9.45;12.586;9.54;6.914
21/02/2019 11:00,3.457,11.57,12.125,12.875,7.883,8.05,7.402,13.734,11.46;3.855;5.758;14.46;9.49;12.99;9.59;6.73
21/02/2019 12:00,3.21,11.234,12.17,10.83,8.59,8.91,7.137,13.35,11.06;5.09;7.457;15.54;9.7;13.39;9.71;6.68
21/02/2019 13:00,3.18,11.05,11.86,10.74,8.73,9.09,7.062,13.28,10.81;5.67;7.72;15.875;9.86;13.33;9.734;6.684
21/02/2019 14:00,3.031,10.11,11.05,10.73,9.33,9.76,6.887,12.945,10.57;6.65;8.87;16.94;11.15;13.375;10.39;6.37
21/02/2019 15:00,3.031,9.98,10.79,10.84,9.32,9.89,6.766,12.625,10.7;6.965;9.234;17.02;11.555;13.36;10.69;6.527
21/02/2019 16:00,3.164,9.42,9.914,12.516,8.836,10.766,7.023,12.11,11.23;7.348;10.55;17.48;12.89;13.5;12.03;7.11
21/02/2019 17:00,3.248,9.29,10.13,13.42,8.664,11.06,7.316,12.23,11.625;8.43;10.625;17.5;12.836;13.58;12.54;6.977
21/02/2019 18:00,3.404,8.63,11.13,18.14,7.777,12.734,7.617,13.07,12.27;10.22;11.625;17.84;11.86;13.87;14.086;5.51
21/02/2019 19:00,3.395,8.64,11.22,18.36,7.69,12.94,7.83,13.51,12.45;11.016;12.125;17.98;11.68;13.78;14.05;4.934
21/02/2019 20:00,3.39,8.3,13.03,17.27,7.848,13.29,7.94,13.83,12.54;12.836;13.44;18.64;11.086;13.375;14.14;4.984
21/02/2019 21:00,3.31,8.07,13.32,16.69,7.906,13.41,7.934,13.8,12.3;13.64;13.36;18.72;10.89;13.21;14.22;5.453
21/02/2019 22:00,2.852,7.39,16.97,11.71,8.07,14.75,7.54,14.1,12.56;15.086;12.016;19.05;9.83;11.78;15.81;5.867
21/02/2019 23:00,2.695,7.445,17.36,11.55,8.164,14.77,7.582,14.2,11.95;14.71;11.805;19.05;9.72;11.766;15.45;5.688
22/02/2019 00:00,1.617,7.29,18.84,13.6,8.93,15.1,7.656,14.266,11.08;12.65;10.805;19.1;9.56;11.88;13.78;6.406
22/02/2019 01:00,1.473,7.14,19.11,14.09,9.05,15.14,7.51,14.21,10.53;11.484;10.625;19.0;9.12;11.91;13.555;6.656
22/02/2019 02:00,0.868,6.29,20.5,15.44,9.14,15.1,7.574,14.32,9.95;9.38;10.34;18.27;7.484;11.5;12.86;7.727
22/02/2019 03:00,0.859,5.9,20.56,15.555,9.07,15.12,7.527,14.484,9.83;8.516;10.484;18.12;7.46;11.19;12.984;8.17
22/02/2019 04:00,1.156,4.65,20.78,15.56,8.766,15.5,7.54,14.54,9.97;7.5;10.71;18.14;7.035;10.164;13.484;9.15
22/02/2019 05:00,1.271,4.89,20.4,15.34,8.84,15.64,7.6,14.72,10.11;7.39;10.78;17.97;6.79;10.086;13.4;9.17
22/02/2019 06:00,2.004,5.69,19.34,14.56,9.7,15.85,7.715,15.23,10.44;7.68;10.77;16.72;5.883;10.01;12.98;9.34
22/02/2019 07:00,2.307,5.973,19.22,14.52,10.0,15.84,7.766,15.36,10.69;7.902;10.92;16.78;6.2;9.92;13.08;9.02
22/02/2019 08:00,3.793,7.793,16.0,14.22,11.03,15.51,7.98,15.83,10.89;7.598;11.97;17.66;7.066;9.56;13.47;8.04
22/02/2019 09:00,3.883,7.79,15.84,14.125,10.97,15.305,7.984,16.19,10.75;7.223;12.06;17.9;7.152;9.44;13.445;8.36
22/02/2019 10:00,4.305,8.53,15.016,13.25,11.78,13.9,8.14,16.88,10.695;5.83;11.3;19.11;7.6;8.2;12.67;13.41
22/02/2019 11:00,4.266,8.69,15.125,13.41,11.71,13.805,7.844,17.69,10.08;5.05;11.34;19.53;7.4;8.016;12.89;14.01
22/02/2019 12:00,4.15,9.086,16.1,13.375,11.68,12.59,7.453,18.25,9.4;3.805;12.625;21.81;6.42;7.355;13.63;14.86
22/02/2019 13:00,4.055,8.98,16.23,13.47,11.516,12.4,7.527,18.42,9.195;3.236;13.16;22.27;6.336;7.023;13.766;14.57
22/02/2019 14:00,4.16,8.76,17.17,13.49,11.47,11.89,8.27,19.12,9.2;3.574;14.484;22.97;6.133;5.895;14.74;14.33
22/02/2019 15:00,4.19,8.82,17.44,13.65,11.58,11.95,8.71,19.75,9.36;4.17;14.766;22.67;6.387;5.75;15.016;14.49
22/02/2019 16:00,4.29,8.56,18.36,14.15,12.2,12.08,9.336,20.5,9.92;4.848;15.836;21.92;8.08;5.86;15.97;15.31
22/02/2019 17:00,4.332,8.36,18.3,13.92,12.41,12.12,9.8,21.02,10.41;5.27;15.78;21.78;8.59;5.96;16.05;15.18
